Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St Thomas,STEER Fringe,B,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",0.5,28.4,23.4,1.3,49.3,71906,46439,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,B,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",1,29,92.5,4.86,44.23,71823,46673,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,B,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",0.5,29.7,99.5,5.78,49.68,72442,47096,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,A,2022,2/22/2022,no,yes,8:50,8:58,"KWG, AND, KT, HL, LU, LP, KH",5.9,25.3,64.4,4.82,17.07,2778,,,yes,,,,
St John,Turner Bay,C,2023,2/23/2023,NA,NA,NA,NA,,10.4,27.6,80.2,3.73,30.8,51403,33805,7.81,N,,,,
St John,Turner Bay,C,2023,2/23/2023,NA,NA,NA,NA,,10.85,27.3,73.5,4.7,36.86,55650,36071,7.78,N,,,,
St John,Turner Bay,A,2024,8/7/2024,,,,,,1.8,28.6,16.8,1.13,,,20105,7.54,Y,datasheet smudged some data missing,,,
St John,Turner Bay,C,2023,2/23/2023,NA,NA,NA,NA,,5.4,25.9,48.4,2.53,37.02,55816,36227,7.42,N,,,,
St John,Turner Bay,A,2024,8/7/2024,,,,,,3,27.8,18,1.15,,,,7.42,Y,datasheet smudged some data missing,,,
St John,Turner Bay,A,2023,2/23/2023,NA,NA,NA,NA,,19.8,26.1,59.2,3.72,37.97,57084,37094,7.39,N,SAMPLED OUTSIDE OF PLOT,,,
St John,Turner Bay,C,2024,8/7/2024,,,,,,12.3,29.5,24.7,1.55,33.24,50850,33053,7.38,N,,,,
St John,Turner Bay,C,2024,8/7/2024,,,,,,13,29.5,12.7,0.48,33.73,51518,33488,7.35,N,,,,
St John,Turner Bay,B,2024,8/7/2024,,,,,,16,30.5,39.4,2.71,7.8,,,7.3,N,datasheet smudged some data missing,,,
St John,Turner Bay,B,2024,8/7/2024,,,,,,6.5,26.9,9.4,0.64,16.18,,,7.29,N,datasheet smudged some data missing,,,
St John,Turner Bay,A,2023,2/23/2023,NA,NA,NA,NA,,19.6,25.8,34.1,2.2,37.68,56673,36833,7.26,N,,,,
St John,Turner Bay,C,2024,8/7/2024,,,,,,3.7,29.6,4.6,0.28,34.08,51002,33803,7.25,N,,,,
St John,Turner Bay,A,2024,8/7/2024,,,,,,4,27.9,32.6,1.52,34.84,,,7.23,Y,datasheet smudged some data missing,,,
St John,Turner Bay,B,2024,8/7/2024,,,,,,15,28.8,10.1,0.56,31.97,,,7.21,N,datasheet smudged some data missing,,,
St John,Turner Bay,A,2023,2/23/2023,NA,NA,NA,NA,,23.3,25.3,61,3.49,37.84,56860,36964,7.17,N,,,,
St John,Turner Bay,B,2023,2/23/2023,NA,NA,NA,NA,,6.5,25.4,41.4,2.57,37.73,56741,36885,7.06,N,LOWTIDE,,,
St John,Turner Bay,B,2023,2/23/2023,NA,NA,NA,NA,,16.4,25.3,41.5,2.35,37.81,56851,36953,7,N,LOWTIDE,,,
St John,Turner Bay,B,2023,2/23/2023,NA,NA,NA,NA,,16.2,25.3,47.1,2.43,38.88,58265,37872,6.98,N,LOWTIDE,,,
St John,Turner Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",17.5,27.1,64.4,4.76,7.65,13281,8611,,N,,,,
St John,Turner Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",21.8,27.3,73.2,4.91,8.57,14652,9528,,N,,,,
St John,Turner Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",10,26.6,24.4,1.77,8.94,15390,10011,,N,,,,
St John,Turner Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",9,26.6,34.4,2.51,9.13,15709,10217,,N,,,,
St John,Turner Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",26,27.8,58,4.21,11.34,19177,12468,,N,,,,
St John,Turner Bay,A,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",10,26.7,31.1,2.27,11.37,19208,12493,,N,,,,
St John,Turner Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",21,27,62.6,4.52,12.63,21188,13786,,N,,,,
St John,Turner Bay,B,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",22.5,27.7,43.1,3.13,13.05,21777,14177,,N,,,,
St John,Turner Bay,A,2022,3/18/2022,no,yes,9:55,10:08,"AJH, LP, AND",5,24.3,15.5,1.17,16.91,27550,17901,,no,inside the plot,,,
St John,Turner Bay,A,2022,3/18/2022,no,yes,9:55,10:08,"AJH, LP, AND",4,24.6,32.5,2.35,19.15,30850,20055,,no,inside the plot,,,
St John,Turner Bay,C,2023,8/22/2023,NA,NA,NA,NA,"LU, LB",21.8,28.1,58.8,4.02,21.2,33928,22059,,N,,,,
St John,Turner Bay,C,2022,12/10/2021,No,Yes,9:36,NA,"LU, LP, AH, KH",8,26.7,48.1,3.75,35.3,53499,22490,,No,,,,
St John,Turner Bay,B,2022,3/18/2022,no,yes,10:20,10:30,"AJH, LP, AND",21,25.7,9,,34.34,50906,33098,,no,inside the plot,,,
St John,Turner Bay,A,2022,3/18/2022,no,no,9:55,10:08,"AJH, LP, AND",6,28.9,65,4.7,34,51530,33635,,no,lagoon water outside the plot,,,
St John,Turner Bay,A,2022,3/18/2022,no,no,9:55,10:08,"AJH, LP, AND",6,25.1,46.8,3.1,34.88,52854,34355,,no,lagoon water outside the plot,,,
St John,Turner Bay,B,2022,12/8/2021,No,Yes,12:40,NA,"LU, LP, AH, KH",34.8,27.6,74,5.44,35.39,53680,34395,,No,,,,
St John,Turner Bay,B,2022,3/18/2022,no,yes,10:20,10:30,"AJH, LP, AND",10,25.4,46.8,3.29,34.92,25995,34406,,no,inside the plot,,,
St John,Turner Bay,C,2022,3/18/2022,no,yes,10:35,10:43,"AJH, LP, AND",22,26.1,80.6,5.35,36.08,54553,34443,,no,inside the plot,,,
St John,Turner Bay,C,2022,3/18/2022,no,yes,10:35,10:43,"AJH, LP, AND",25.2,26.1,81.4,5.41,35.75,54117,34455,,no,inside the plot,,,
St John,Turner Bay,A,2022,3/18/2022,no,no,9:55,10:08,"AJH, LP, AND",6,25.5,71.5,4.8,35.01,53093,34511,,no,lagoon water outside the plot,,,
St John,Turner Bay,A,2023,9/2/2022,no,yes,13:50,14:00,"LU, KH, AND",22.1,30.2,72,4.46,34.84,53091,34512,,no,standing water in plot,,,
St John,Turner Bay,B,2023,9/2/2022,no,yes,14:10,14:18,"LU, KH, AND",32.5,29.8,76.1,4.65,34.89,53425,34547,,no,standing water in plot,,,
St John,Turner Bay,C,2023,9/2/2022,no,yes,14:21,14:31,"LU, KH, AND",31.9,30.1,85.6,5.32,34.93,53179,34568,,no,standing water in plot,,,
St John,Turner Bay,B,2023,9/2/2022,no,yes,14:10,14:18,"LU, KH, AND",32,30.1,72.1,4.77,34.96,53215,34590,,no,standing water in plot,,,
St John,Turner Bay,B,2023,9/2/2022,no,yes,14:10,14:18,"LU, KH, AND",33.5,29.9,70.6,4.39,34.97,53226,34599,,no,standing water in plot,,,
St John,Turner Bay,C,2023,9/2/2022,no,yes,14:21,14:31,"LU, KH, AND",35,29.8,81.3,4.96,34.94,53204,34606,,no,standing water in plot,,,
St John,Turner Bay,C,2023,9/2/2022,no,yes,14:21,14:31,"LU, KH, AND",35,29.8,81.3,5.05,35.01,55264,34622,,no,standing water in plot,,,
St John,Turner Bay,A,2023,9/2/2022,no,yes,13:50,14:00,"LU, KH, AND",29,30.3,75.8,4.68,35.06,53363,34685,,no,standing water in plot,,,
St John,Turner Bay,C,2022,12/10/2021,No,Yes,9:36,NA,"LU, LP, AH, KH",11,27,58.8,3.8,35.14,53245,34699,,No,,,,
St John,Turner Bay,B,2022,3/18/2022,no,yes,10:20,10:30,"AJH, LP, AND",14,25.6,38.6,2.58,35.23,53394,34712,,no,inside the plot,,,
St John,Turner Bay,C,2022,12/10/2021,No,Yes,9:36,NA,"LU, LP, AH, KH",7,26.8,50.7,3.15,35.3,53475,34777,,No,,,,
St John,Turner Bay,B,2022,12/8/2021,No,Yes,12:40,NA,"LU, LP, AH, KH",35,27.8,72,4.46,35.44,53759,34945,,No,,,,
St John,Turner Bay,B,2022,12/8/2021,No,Yes,12:40,NA,"LU, LP, AH, KH",35.5,27.6,77.5,5.02,35.41,53807,34985,,No,,,,
St John,Turner Bay,C,2022,3/18/2022,no,yes,10:35,10:43,"AJH, LP, AND",18,26.2,78.6,5.19,35.44,53751,34996,,no,inside the plot,,,
St John,Turner Bay,A,2022,12/2/2021,No,Yes,11:45,NA,"LU, LP, AH, KH",14.8,26.8,37.5,2.45,35.74,54082,35153,,No,,,,
St John,Turner Bay,A,2022,12/2/2021,No,Yes,11:45,NA,"LU, LP, AH, KH",19.7,26.9,17.5,1.12,35.91,54358,35332,,No,,,,
St John,Turner Bay,A,2023,9/2/2022,no,yes,13:50,14:00,"LU, KH, AND",20.8,30.4,77.5,4.71,35.94,54541,35348,,no,standing water in plot,,,
St John,Turner Bay,A,2022,12/2/2021,No,Yes,11:45,NA,"LU, LP, AH, KH",12,26.8,22,1.42,36,54468,35405,,No,,,,
St John,Turner Bay,A,2022,3/18/2022,no,yes,9:55,10:08,"AJH, LP, AND",5,24.4,14.5,0.93,19.89,36086,42956,,no,inside the plot,,,
St Thomas,Vessup Bay,C,2024,6/13/2024,,,,,,35.2,31.8,138.7,8.54,34.08,52091,33858,8.27,N,"HM, DG",,,
St Thomas,Vessup Bay,C,2024,6/13/2024,,,,,,29.2,32,143.3,8.87,33.99,51997,33802,8.24,N,"HM, DG",,,
St Thomas,Vessup Bay,C,2024,6/13/2024,,,,,,37.1,31.8,121.4,7.99,33.82,51734,33651,8.22,N,"HM, DG",,,
St Thomas,Vessup Bay,C,2023,7/25/2023,NA,NA,NA,NA,NA,4,34,210.4,,36.84,55938,36356,8.22,N,,,,
St Thomas,Vessup Bay,B,2023,7/25/2023,NA,NA,NA,NA,NA,6.5,34.2,202.4,11.72,36.88,56018,36415,8.21,N,,,,63885
St Thomas,Vessup Bay,C,2023,7/25/2023,NA,NA,NA,NA,NA,4,34.5,198.4,11.41,37.88,57353,37275,8.17,N,,,,64440
St Thomas,Vessup Bay,B,2023,7/25/2023,NA,NA,NA,NA,NA,2,33.7,176.8,10.14,36.89,56015,36428,8.15,N,,,,64793
St Thomas,Vessup Bay,C,2023,7/25/2023,NA,NA,NA,NA,NA,5,34.4,155.5,8.89,39.4,59387,38602,8.1,N,,,,64975
St Thomas,Vessup Bay,B,2023,7/25/2023,NA,NA,NA,NA,NA,6,33.3,171.9,10.13,36.42,55360,35996,8.08,N,,,,65035
St Thomas,Vessup Bay,A,2023,7/25/2023,NA,NA,NA,NA,NA,2,33.6,149.5,8.85,37.15,56613,36581,8.08,N,,,,66549
St Thomas,Vessup Bay,B,2024,6/13/2024,,,,,,23.2,31,86.4,5.33,32.25,50267,32650,7.97,N,"HM, DG",,,67748
St Thomas,Vessup Bay,A,2024,6/13/2024,,,,,,27.9,30.5,79.5,4.68,34.71,52951,34454,7.97,N,"HM, DG",,,72788
St Thomas,Vessup Bay,A,2024,6/13/2024,,,,,,14.5,31.4,84,5.2,33.89,51850,33812,7.95,N,"HM, DG",,,73195
St Thomas,Vessup Bay,A,2024,6/13/2024,,,,,,17.1,30.8,84.2,5.12,24.21,52280,34047,7.95,N,"HM, DG",,,74671
St Thomas,Vessup Bay,A,2023,7/25/2023,NA,NA,NA,NA,NA,6,33.8,122.1,7.7,37.34,56638,36823,7.93,N,,,,74888
St Thomas,Vessup Bay,B,2024,6/13/2024,,,,,,19.3,30.8,72.5,4.45,30.75,47528,30887,7.91,N,"HM, DG",,,74897
St Thomas,Vessup Bay,B,2024,6/13/2024,,,,,,14.5,30.6,72.1,4.5,30.28,46951,30543,7.85,N,"HM, DG",,,75826
St Thomas,Vessup Bay,C,2022,9/30/2021,no,yes,9:06,NA,"HAS, LP, KH, KWG",2,32.1,88.6,6.48,0.11,235.4,149,,Yes,Sargassum in plot,,,76028
St Thomas,Vessup Bay,A,2022,9/28/2021,no,yes,9:59,NA,"HAS, LP, KH, KWG",2.4,31.5,86.8,6.32,0.68,950,608,,Yes,"Deer Herbivory on red mangroves, almost no mangrove canopy. Maho at the southern edge. Halophyla stiplaca along the northern edge with sargassum",,,76032
St Thomas,Vessup Bay,C,2022,9/30/2021,no,yes,9:06,NA,"HAS, LP, KH, KWG",3.5,32.1,105.6,7.09,15.15,25114,16275,,Yes,Sargassum in plot,,,76218
St Thomas,Vessup Bay,B,2022,2/24/2022,yes,yes,11:14,11:28,"AND, AJH, LU, KH",1.8,24.7,90.8,6.75,16.75,27285,17730,,yes,"sampled pore water at site, siphoned from pools at the surface",,,76228
St Thomas,Vessup Bay,B,2022,2/24/2022,yes,yes,11:14,11:28,"AND, AJH, LU, KH",1.9,25.3,67,4.67,17.42,28053,18131,,yes,"sampled pore water at site, siphoned from pools at the surface",,,76240
St Thomas,Vessup Bay,C,2022,9/30/2021,no,yes,9:06,NA,"HAS, LP, KH, KWG",4,32,113.5,7.56,17.05,28067,18138,,Yes,Sargassum in plot,,,76470
St Thomas,Vessup Bay,C,2022,2/24/2022,yes,yes,11:38,11:49,"AND, AJH, LU, KH",0,31.5,102.5,6.47,17.75,35691,19354,,yes,pore water at site,,,78045
St Thomas,Vessup Bay,A,2023,7/14/2022,yes,yes,12:04,12:14,"AND, KWG, MG, KH",0,28.2,61.4,4.18,27.56,35200,22814,,yes,sampled from crab  at site (no standing water),,,79303
St Thomas,Vessup Bay,C,2023,7/14/2022,yes,yes,12:50,13:00,"AND, KWG, MG, KH",0,29.4,24,1.14,28.54,44097,27993,,yes,sampled from crab  at site (no standing water),,,81265
St Thomas,Vessup Bay,A,2022,2/24/2022,yes,yes,10:50,10:59,"AND, AJH, LU, KH",4.2,24.6,88.5,6.02,33.5,50217,32565,,yes,"sampled pore water at site, lots of green algae",,,81672
St Thomas,Vessup Bay,C,2022,2/24/2022,no,no,11:42,11:44,"AND, AJH, LU, KH",20.6,25.6,106.4,7.24,34.21,52093,33967,,no,"bay water, site adjacent",,,82207
St Thomas,Vessup Bay,C,2022,2/24/2022,no,no,11:42,11:44,"AND, AJH, LU, KH",16.3,25.2,110.5,7.78,34.43,52368,34086,,no,"bay water, site adjacent",,,82458
St Thomas,Vessup Bay,C,2022,2/24/2022,no,no,11:42,11:44,"AND, AJH, LU, KH",16.4,26,78.3,5.18,34.2,52639,34245,,no,"bay water, site adjacent",,,82621
St Thomas,Vessup Bay,C,2023,7/14/2022,no,no,13:03,13:10,"AND, KWG, MG, KH",4.3,30.1,32.3,1.58,35.06,53377,34711,,no,"sampled from bay, site adjacent, lots of sargassum",,,82956
St Thomas,Vessup Bay,B,2022,2/24/2022,no,no,11:19,11:21,"AND, AJH, LU, KH",28.6,24.2,96.1,6.55,35.2,53313,34742,,no,standing water outside the plot sampled. Lots of green algae,,,83258
St Thomas,Vessup Bay,C,2023,7/14/2022,no,no,13:03,13:10,"AND, KWG, MG, KH",24.8,30.2,24.4,1.33,35.11,53435,34742,,no,"sampled from bay, site adjacent, lots of sargassum",,,84026
St Thomas,Vessup Bay,A,2023,7/14/2022,no,no,11:49,12:00,"AND, KWG, MG, KH",17,28.6,4.8,0.3,35.14,53419,34747,,no,"sampled from bay, site adjacent, lots of sargassum",,,86420
St Thomas,Vessup Bay,C,2023,7/14/2022,no,no,13:03,13:10,"AND, KWG, MG, KH",17.7,30.2,46.8,2.11,35.77,53394,34756,,no,"sampled from bay, site adjacent, lots of sargassum",,,88614
St Thomas,Vessup Bay,B,2022,2/24/2022,no,no,11:19,11:21,"AND, AJH, LU, KH",26.5,24.3,91,6.21,35.33,53499,34766,,no,standing water outside the plot sampled. Lots of green algae,,,90048
St Thomas,Vessup Bay,B,2023,7/14/2022,no,no,12:20,12:30,"AND, KWG, MG, KH",19.3,30.1,43.3,2.18,35.26,53656,34907,,no,"sampled from bay, site adjacent, lots of sargassum",,,96777
St Thomas,Vessup Bay,B,2022,2/24/2022,no,no,11:19,11:21,"AND, AJH, LU, KH",11.4,24.2,52.1,3.03,35.48,53688,34907,,no,standing water outside the plot sampled. Lots of green algae,,,98083
St Thomas,Vessup Bay,B,2023,7/14/2022,no,no,12:20,12:30,"AND, KWG, MG, KH",34.3,29.7,39.9,2.12,35.38,53746,34928,,no,"sampled from bay, site adjacent, lots of sargassum",,,98757
St Thomas,Vessup Bay,B,2023,7/14/2022,no,no,12:20,12:30,"AND, KWG, MG, KH",24.1,29.9,45,2.48,35.38,53771,34955,,no,"sampled from bay, site adjacent, lots of sargassum",,,100130
St Thomas,Vessup Bay,A,2022,2/24/2022,yes,yes,10:50,10:59,"AND, AJH, LU, KH",13.5,24.5,108.9,7.5,35.56,53827,34994,,no,"sampled pore water at site, lots of green algae",,,101313
St Thomas,Vessup Bay,B,2022,2/24/2022,yes,yes,11:14,11:28,"AND, AJH, LU, KH",0,24.6,45.3,2.67,35.69,54006,35115,,yes,"sampled pore water at site, siphoned from pools at the surface",,,102516
St Thomas,Vessup Bay,A,2023,7/14/2022,no,no,11:49,12:00,"AND, KWG, MG, KH",33.6,28.3,25.2,1.52,35.6,34009,35119,,no,"sampled from bay, site adjacent, lots of sargassum",,,103176
St Thomas,Vessup Bay,A,2023,7/14/2022,no,no,11:49,12:00,"AND, KWG, MG, KH",27,28.6,16.4,0.77,35.65,54077,35154,,no,"sampled from bay, site adjacent, lots of sargassum",,,104116
St Thomas,Vessup Bay,A,2022,9/28/2021,no,yes,9:59,NA,"HAS, LP, KH, KWG",6.2,31.1,6.2,0.34,35.7,54253,35265,,Yes,"Deer Herbivory on red mangroves, almost no mangrove canopy. Maho at the southern edge. Halophyla stiplaca along the northern edge with sargassum",,,106576
St Thomas,Vessup Bay,C,2022,2/24/2022,yes,yes,11:38,11:49,"AND, AJH, LU, KH",0,29.9,108.8,6.82,35.56,54183,35322,,yes,pore water at site,,,107014
St Thomas,Vessup Bay,A,2022,9/28/2021,no,yes,9:59,NA,"HAS, LP, KH, KWG",4.4,31.5,79,5.77,15.27,25225,35330,,Yes,"Deer Herbivory on red mangroves, almost no mangrove canopy. Maho at the southern edge. Halophyla stiplaca along the northern edge with sargassum",,,107271
St Thomas,Vessup Bay,B,2022,9/28/2021,no,yes,12:19,NA,"HAS, LP, KH, KWG",15.5,33.9,14.2,0.82,35.76,54490,35422,,Yes,Decaying sargassum,,,107384
St Thomas,Vessup Bay,B,2022,9/28/2021,no,yes,12:19,NA,"HAS, LP, KH, KWG",12,34.2,3,0.17,35.63,54320,35491,,No,Decaying sargassum,,,108187
St Thomas,Vessup Bay,B,2022,9/28/2021,no,yes,12:19,NA,"HAS, LP, KH, KWG",16.3,34.3,27.8,1.62,35.92,54710,35533,,No,Decaying sargassum,,,108356
St Thomas,Vessup Bay,B,2023,7/14/2022,yes,yes,12:35,12:45,"AND, KWG, MG, KH",0,29.3,67.2,4.34,36.09,54788,35588,,yes,sampled from crab  at site (no standing water),,,110811
St Thomas,Vessup Bay,C,2022,2/24/2022,yes,yes,11:38,11:49,"AND, AJH, LU, KH",0,26,83.7,5.49,36.06,54712,35627,,yes,pore water at site,,,112370
St Thomas,Vessup Bay,A,2023,7/14/2022,yes,yes,12:04,12:14,"AND, KWG, MG, KH",0,28.4,58.1,3.3,37.18,56113,36467,,yes,sampled from crab  at site (no standing water),,,114587
St Thomas,Vessup Bay,B,2023,7/14/2022,yes,yes,12:35,12:45,"AND, KWG, MG, KH",0,29.1,69.3,4.26,37.22,56216,36554,,yes,sampled from crab  at site (no standing water),,,118736
St Thomas,Vessup Bay,C,2023,7/14/2022,yes,yes,12:50,13:00,"AND, KWG, MG, KH",0,31,95.5,5.76,37.88,57174,37153,,yes,sampled from crab  at site (no standing water),,,136488
St Thomas,Vessup Bay,C,2023,7/14/2022,yes,yes,12:50,13:00,"AND, KWG, MG, KH",0,30.5,72.1,4.35,38.16,57498,37388,,yes,sampled from crab  at site (no standing water),,,138016
St Thomas,Vessup Bay,A,2023,7/14/2022,yes,yes,12:04,12:14,"AND, KWG, MG, KH",0,28.2,52.6,3.2,41.57,61818,40055,,yes,sampled from crab  at site (no standing water),,,138071
St Thomas,Vessup Bay,B,2023,7/14/2022,yes,yes,12:35,12:45,"AND, KWG, MG, KH",0,31.2,27.7,1.55,42.07,62738,40787,,yes,sampled from crab  at site (no standing water),,,351818
St Thomas,Vessup Bay,A,2022,2/24/2022,yes,yes,10:50,10:59,"AND, AJH, LU, KH",7.8,24.8,147.9,,35.77,53939,53145,,no,"sampled pore water at site, lots of green algae",,,
St Thomas,Vessup Bay,A,2023,7/25/2023,NA,NA,NA,NA,NA,8,32.9,96.9,5.72,37.39,56541,,,N,,,,
St Thomas,Vessup Bay,A,2023,2/9/2023,NA,NA,9:30,NA,"TNT,KH",5.2,23.6,48.45,3.33,35.26,,,,,,,,
St Thomas,Vessup Bay,A,2023,2/9/2023,NA,NA,9:30,NA,"TNT,KH",11.5,23.7,48,3.33,35.23,,,,,,,,
St Thomas,Vessup Bay,A,2023,2/9/2023,NA,NA,9:30,NA,"TNT,KH",7.4,23.5,50.6,3.5,35.14,,,,,,,,
St Thomas,Vessup Bay,B,2023,2/9/2023,NA,NA,9:30,NA,"TNT,KH",12.5,24.1,38.1,2.72,34.78,,,,,,,,
St Thomas,Vessup Bay,B,2023,2/9/2023,NA,NA,9:30,NA,"TNT,KH",15.3,24.2,42.4,2.89,34.74,,,,,,,,
St Thomas,Vessup Bay,C,2023,2/9/2023,NA,NA,10:06,NA,"TNT,KH",5,24.8,71.4,4.78,34.27,,,,,,,,
St Thomas,Vessup Bay,B,2023,2/9/2023,NA,NA,9:30,NA,"TNT,KH",7,24,52.8,3.65,34.18,,,,,,,,
St Thomas,Vessup Bay,C,2023,2/9/2023,NA,NA,10:06,NA,"TNT,KH",7,24.5,63.7,4.63,34,,,,,,,,
St Thomas,Vessup Bay,C,2023,2/9/2023,NA,NA,10:06,NA,"TNT,KH",13,24.5,71,5.02,33.95,,,,,,,,
St Thomas,Vessup Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",11,30.5,,,31,,,,N,,,,
St Thomas,Vessup Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",6,30.1,,,31,,,,N,,,,
St Thomas,Vessup Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",4,30,,,31,,,,N,,,,
St Thomas,Vessup Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",12,30.9,,,30,,,,N,,,,
St Thomas,Vessup Bay,B,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",10.5,30.4,,,30,,,,N,,,,
St Thomas,Vessup Bay,A,2023,11/21/2022,NA,NA,NA,NA,"TNT, KH",5,29.6,,,30,,,,N,,,,
St John,Water Creek,A,2024,8/8/2024,,,,,,20.1,38.8,108.1,6.62,36.04,54679,35546,7.94,N,,,,
St John,Water Creek,C,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",22.5,31.9,102.7,6.14,36.6,55321,36093,7.91,N,,,,
St John,Water Creek,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",7.5,26.9,81.5,5.31,35.38,53656,34872,7.81,N,Standing H2O @ Site,,,
St John,Water Creek,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",11.5,26.6,80.5,5.27,35.42,53689,34885,7.81,N,Tide going out,,,
St John,Water Creek,B,2024,8/8/2024,,,,,,12.4,33.9,93,5.33,36.32,55260,35916,7.77,N,,,,
St John,Water Creek,A,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",7,34.1,99.7,5.73,37.12,56329,36631,7.76,N,,,,
St John,Water Creek,C,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",12,31.9,88.4,5.27,36.71,55637,36162,7.75,N,,,,
St John,Water Creek,C,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",12.9,31.8,90.7,5.4,36.73,55678,36191,7.75,N,,,,
St John,Water Creek,B,2024,8/8/2024,,,,,,13,34,94.3,5.42,36.47,55301,35936,7.74,N,,,,
St John,Water Creek,B,2024,8/8/2024,,,,,,14.8,33.7,85.2,4.83,36.34,55256,35928,7.72,N,,,,
St John,Water Creek,A,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",10,33,87.4,5.13,36.9,55978,36395,7.69,N,,,,
St John,Water Creek,C,2024,8/8/2024,,,,,,5.9,32.1,49.3,2.94,36.69,55635,36163,7.67,N,recorded outside plot,,,
St John,Water Creek,A,2024,8/8/2024,,,,,,15.2,29.3,73,4.56,36.17,54800,35620,7.64,N,,,,
St John,Water Creek,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",13.2,26.9,87.6,5.28,35.33,53564,34811,7.54,N,,,,
St John,Water Creek,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",12.1,27.2,74.5,4.79,36.07,54586,35497,7.54,N,,,,
St John,Water Creek,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",10.4,27.1,74.6,4.79,35.9,54637,35583,7.54,N,,,,
St John,Water Creek,A,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",5.5,32.8,79.6,4.65,37.2,56354,36621,7.54,N,,,,
St John,Water Creek,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",7.1,26.8,69.7,4.64,36.06,54643,35657,7.47,N,,,,
St John,Water Creek,A,2024,8/8/2024,,,,,,7.7,29,87.7,5.13,36.14,54784,33613,7.4,Y,,,,
St John,Water Creek,B,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",10,32.2,66.8,3.91,36.64,55586,36134,7.33,N,,,,
St John,Water Creek,B,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",7,31.7,61,3.64,36.65,55564,36114,7.3,N,,,,
St John,Water Creek,B,2023,8/23/2023,NA,NA,NA,NA,"AJH, KH, LU",8.3,32.6,66,3.87,36.61,55586,36158,7.28,N,,,,
St John,Water Creek,C,2024,8/8/2024,,,,,,4.8,30.7,50.1,3.06,36.6,55436,36037,7.21,N,recorded outside plot,,,
St John,Water Creek,C,2024,8/8/2024,,,,,,5,31.1,45,2.69,36.61,55415,36045,6.25,N,recorded outside plot,,,
St John,Water Creek,A,2022,2/25/2022,yes,yes,9:30,9:45,"LU, KH, LP, AD",2.5,24.6,99.8,8.36,0,1.7,1,,yes,"pore water from puddles at site, rained during sample",,,
St John,Water Creek,A,2022,2/25/2022,yes,yes,9:30,9:45,"LU, KH, LP, AD",2.5,25.1,99.4,8.22,0,8.8,6,,yes,"pore water from puddles at site, rained during sample",,,
St John,Water Creek,A,2022,2/25/2022,yes,yes,9:30,9:45,"LU, KH, LP, AD",3.2,25.4,99.3,8.19,0.01,14.3,9,,yes,"pore water from puddles at site, rained during sample",,,
St John,Water Creek,C,2022,2/25/2022,yes,yes,13:15,13:30,"LU, KH, LP, AD",8.5,27.5,69.4,5.01,16.35,26809,17441,,yes,pore water from puddles at site,,,
St John,Water Creek,B,2022,2/25/2022,yes,yes,11:15,11:30,"LU, KH, LP, AD",0,24.6,67.5,5.1,17.62,28577,18570,,yes,pore water from puddles at site,,,
